Time,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2015-01-02,27.3325,159.89,15.426,93.02,129.95,91.88,59.24,27.61,112.58,93.75,194.41,103.43,94.5566,162.06,104.52,62.49,42.14,93.26,136.7167,57.19,46.76,47.515,0.5033,90.44,87.48,105.44,100.78,66.255,46.96,28.6333
2015-01-05,26.5625,157.99,15.1095,90.56,129.05,87.03,58.17,27.06,108.08,92.38,188.34,101.26,92.7547,159.51,103.79,60.55,42.14,92.23,133.6333,58.04,46.33,46.75,0.4948,90.01,87.22,104.17,99.12,64.7925,46.57,28.55
2015-01-06,26.565,152.9,14.7645,88.63,127.53,86.47,57.2,27.05,108.03,91.89,184.53,100.95,92.5377,156.07,103.28,58.98,42.46,92.4,132.2083,60.32,45.65,46.475,0.4798,89.6,86.9567,103.24,98.92,64.375,47.04,28.77
2015-01-07,26.9375,158.24,14.921,90.3,129.51,87.81,56.93,27.3,107.94,92.83,187.28,104.41,93.2076,155.05,105.56,59.07,42.99,94.01,133.1667,61.61,46.23,47.435,0.4785,90.07,88.44,105.0,99.93,65.2375,46.19,29.5333
2015-01-08,27.9725,157.67,15.023,91.58,131.8,88.71,58.59,27.51,110.41,93.79,190.27,106.72,94.9057,158.42,106.39,60.39,43.51,94.36,136.3583,62.85,47.59,48.53,0.4965,91.1,90.86,107.18,104.7,66.1125,47.18,30.1567
2015-01-09,28.0025,155.73,14.8465,90.42,131.54,87.65,58.16,27.79,108.21,94.25,187.35,104.89,93.3302,159.11,104.94,59.34,43.03,93.21,134.6833,62.56,47.19,47.995,0.4985,90.25,91.4733,105.83,103.72,65.1325,46.76,29.7833
2015-01-12,27.3125,156.22,14.5705,89.5,130.87,86.89,57.73,28.05,105.88,94.46,185.07,104.42,92.8774,156.44,104.58,58.83,42.64,93.01,133.95,62.3,46.6,47.93,0.4923,89.92,90.3667,105.2,102.55,65.005,47.08,30.0067
2015-01-13,27.555,155.14,14.737,89.23,131.17,86.37,57.97,28.09,104.2,95.19,184.93,103.73,93.5377,156.81,104.76,58.84,42.63,92.83,133.85,62.19,46.35,47.505,0.4915,90.3,89.7133,105.36,103.07,65.195,47.18,29.77
2015-01-14,27.45,155.16,14.6635,87.07,130.38,86.07,57.25,27.92,103.9,94.23,180.23,102.64,93.1038,155.8,104.0,56.81,42.56,91.54,133.2,62.64,45.96,46.855,0.4935,89.99,89.74,103.77,103.33,63.89,46.97,28.87
2015-01-15,26.705,151.92,14.3475,85.88,130.14,84.32,55.11,27.41,102.67,94.35,178.49,101.01,91.6132,154.57,102.49,54.99,42.38,91.38,133.05,61.88,45.48,46.405,0.49,89.86,90.1967,104.21,104.46,63.2825,47.1,29.1267
2015-01-16,26.4975,158.43,14.537,86.04,130.78,83.86,56.64,27.68,105.12,95.18,177.23,104.12,92.6604,157.14,104.04,55.93,42.53,91.49,135.0,63.03,46.24,46.495,0.499,91.25,91.2733,106.54,105.77,63.7375,47.99,28.9233
2015-01-20,27.18,157.6,14.472,87.26,131.22,83.97,57.29,28.07,106.47,94.74,175.63,103.25,93.3774,156.95,101.29,55.71,43.16,90.8,134.95,62.61,46.39,46.805,0.5005,91.19,90.8367,105.84,105.62,64.21,48.18,28.8967
2015-01-21,27.3875,157.38,14.8625,87.67,132.41,85.37,57.71,27.84,108.16,94.17,177.15,103.53,93.6321,152.09,101.9,55.89,43.36,90.34,135.45,62.16,45.92,46.755,0.5075,90.73,91.0733,105.01,109.32,64.32,48.25,28.88
2015-01-22,28.1,159.57,15.516,84.37,135.64,86.82,58.0,28.5,108.92,95.15,182.04,106.07,93.7642,155.39,103.76,57.59,43.78,90.89,138.2417,62.59,47.13,47.925,0.5163,91.62,92.37,108.17,113.85,64.4,47.8,29.4333
2015-01-23,28.245,159.81,15.6195,84.13,134.62,85.61,58.62,28.21,106.85,94.72,180.49,105.37,96.6981,155.87,102.2,56.68,43.31,89.56,136.6833,62.49,47.18,48.08,0.5177,90.08,91.3367,107.0,112.0,64.5725,47.15,29.5033
2015-01-26,28.275,159.73,15.483,83.3,134.07,86.03,59.78,27.97,108.88,94.97,180.42,106.36,96.1226,156.36,102.26,56.77,43.0,90.67,136.8667,62.82,47.01,48.175,0.5153,89.58,91.7633,107.07,111.61,64.1325,46.96,29.5433
2015-01-27,27.285,158.89,15.3375,82.4,132.48,79.85,57.79,26.9,108.26,93.97,176.49,105.16,95.1887,153.67,102.09,56.2,42.39,89.57,136.3583,62.56,42.66,47.25,0.4908,86.49,91.3933,106.05,110.01,62.7475,46.35,29.1767
2015-01-28,28.8275,154.64,15.1955,81.73,139.64,80.01,56.35,26.81,103.71,92.67,173.05,104.74,94.1698,151.55,101.48,54.75,41.92,88.78,136.6167,61.45,41.19,46.655,0.4828,85.15,90.31,104.58,108.46,61.59,46.05,28.94
2015-01-29,29.725,156.37,15.589,82.0,147.78,80.0,58.1,27.22,103.0,93.22,175.99,107.62,94.5,155.48,102.38,55.67,42.1,93.27,138.4417,62.09,42.01,47.435,0.4945,85.67,91.6233,104.54,109.39,62.0,46.11,29.24
2015-01-30,29.29,152.26,17.7265,80.69,145.37,79.97,56.45,26.36,102.53,90.96,172.41,104.42,92.2264,153.31,100.14,54.38,41.17,92.44,135.25,60.28,40.4,46.125,0.48,84.29,90.4233,102.82,106.25,63.7275,45.71,28.3267
2015-02-02,29.6575,152.5,18.2235,82.13,146.26,80.84,57.28,26.83,106.06,91.93,175.49,104.43,94.1226,154.66,100.83,55.47,41.59,92.51,137.0167,60.88,41.28,45.96,0.4905,85.12,90.9533,104.58,107.29,63.835,46.98,28.57
2015-02-03,29.6625,152.23,18.1775,83.73,147.34,83.92,58.61,27.12,109.53,94.1,180.24,107.24,95.5377,158.47,102.46,56.72,41.63,93.92,138.2833,61.02,41.6,46.675,0.5028,85.95,91.19,106.04,107.81,64.9475,47.83,28.73
2015-02-04,29.89,151.45,18.2375,83.61,147.22,81.95,58.99,26.69,108.35,101.28,178.78,108.41,95.0472,156.96,101.36,56.38,41.68,94.05,137.3417,59.05,41.84,46.27,0.504,85.79,91.3667,106.73,107.92,66.2225,47.8,28.8833
2015-02-05,29.985,153.36,18.6945,84.73,148.6,83.57,59.26,27.26,109.31,102.64,180.77,108.99,96.5472,157.91,102.46,56.77,41.79,94.34,138.7917,59.17,42.45,46.67,0.5123,86.7,92.6333,107.41,108.82,67.95,47.86,29.0933
2015-02-06,29.7325,151.4,18.714,85.01,148.0,83.21,59.17,27.24,109.61,102.02,183.43,109.04,95.9906,156.72,101.1,57.89,41.45,93.99,138.3917,58.79,42.41,45.895,0.51,85.61,93.4367,107.2,107.6,66.855,49.33,29.11
2015-02-09,29.93,150.01,18.528,84.98,147.58,84.67,57.98,27.12,110.43,101.73,182.22,108.34,95.8396,155.75,99.78,57.82,41.23,92.72,137.3667,58.33,42.36,45.585,0.5095,85.05,91.4633,105.77,106.49,66.365,49.09,28.6367
2015-02-10,30.505,152.57,18.6495,85.84,148.04,83.9,58.79,27.49,110.18,101.92,184.56,110.67,96.6415,158.56,100.35,58.46,42.4,94.02,138.1833,58.85,42.6,46.375,0.5238,85.39,93.3533,106.52,108.97,66.1375,49.51,29.0967
2015-02-11,31.22,153.11,18.757,86.01,147.92,83.41,58.8,26.93,109.98,101.87,187.65,110.31,96.6321,158.2,100.38,58.37,42.37,94.21,137.0667,58.74,42.38,45.655,0.5203,85.64,92.65,107.77,109.85,66.4975,49.81,28.78
2015-02-12,31.615,153.18,18.8585,80.48,148.09,83.53,61.26,29.46,110.86,103.58,189.78,112.16,97.6415,158.52,98.44,59.57,42.17,95.09,138.2583,58.88,43.09,46.0,0.5575,86.03,94.34,108.04,109.84,67.7275,49.52,28.63
2015-02-13,31.77,153.48,19.0915,78.08,149.73,85.13,62.85,29.43,112.78,104.17,189.0,111.89,98.4717,160.4,99.62,59.67,41.99,95.65,138.2833,58.81,43.87,46.02,0.5578,85.9,95.0,108.0,109.44,67.4075,49.31,28.6033
2015-02-17,31.9575,154.24,18.7715,79.08,149.92,85.38,62.07,29.31,112.4,104.12,190.02,112.0,98.1132,160.96,100.44,60.1,41.81,94.35,139.1,58.79,43.58,45.93,0.5595,85.49,95.3667,108.0,109.76,67.7175,49.18,28.6533
2015-02-18,32.1775,155.78,18.6685,79.78,151.17,84.8,63.0,29.49,110.44,103.86,188.67,111.99,98.6981,162.19,99.96,59.37,41.73,94.58,139.5,58.8,43.53,46.81,0.553,86.26,96.0167,107.98,109.77,67.28,48.94,28.7633
2015-02-19,32.1125,156.05,18.9495,78.4,153.75,83.3,62.81,29.31,108.35,103.89,189.11,110.94,98.7736,163.89,100.7,59.23,42.11,94.19,139.2417,58.3,43.5,46.85,0.5543,85.21,95.5867,107.99,110.03,67.275,48.91,27.84
2015-02-20,32.3725,157.66,19.183,79.83,158.31,84.44,63.74,29.61,108.6,104.55,191.51,112.24,99.3962,163.65,100.26,59.8,41.97,94.19,140.1,58.35,43.85,47.465,0.5583,84.87,96.5833,107.82,112.62,68.25,48.97,28.1
2015-02-23,33.25,158.42,19.007,80.3,154.74,83.49,62.58,29.63,107.86,104.99,190.31,112.28,98.4717,162.91,100.18,59.35,41.85,94.31,140.675,58.3,44.15,47.505,0.554,85.39,96.52,107.08,116.4,68.2525,48.77,28.2
2015-02-24,33.0425,157.37,18.9295,80.86,154.38,84.5,61.93,29.63,107.96,104.67,192.22,116.75,98.3962,164.83,100.7,60.82,42.13,94.98,140.9333,58.36,44.09,47.71,0.5578,85.5,96.8733,107.55,115.43,68.1175,49.22,28.19
2015-02-25,32.1975,158.08,19.2685,82.17,153.01,85.15,62.87,29.49,108.58,105.57,191.72,116.31,98.4811,162.81,101.21,61.14,42.05,98.66,140.7417,58.49,43.99,48.41,0.5535,85.46,95.9167,106.91,114.05,68.2525,49.2,27.8567
2015-02-26,32.6025,158.97,19.24,83.25,151.73,83.8,70.24,29.91,107.06,104.56,192.2,115.38,97.7736,160.87,102.8,61.58,42.46,99.51,141.3417,58.96,44.06,48.495,0.555,85.17,95.9,107.82,113.66,68.4375,49.37,27.9333
2015-02-27,32.115,157.72,19.008,81.59,150.85,82.9,69.38,29.51,106.68,104.08,189.79,114.75,96.9623,161.94,102.51,61.28,43.3,98.9,140.5417,58.54,43.85,48.56,0.5515,85.13,95.0667,107.44,113.63,67.8275,49.45,27.9767
2015-03-02,32.2725,159.63,19.2825,82.03,153.8,83.0,68.46,30.19,105.9,105.89,191.79,116.12,98.6604,160.48,103.22,61.77,43.2,100.0,142.0833,58.58,43.88,49.375,0.5648,85.41,96.9633,107.9,114.4,69.5725,49.47,27.9867
2015-03-03,32.34,158.56,19.2305,81.91,155.57,82.84,66.95,29.54,105.16,106.35,191.27,116.07,98.1509,161.03,102.34,61.97,42.95,99.74,140.225,58.34,43.28,48.985,0.5545,85.16,95.31,107.4,112.86,68.825,49.55,27.79
2015-03-04,32.135,159.19,19.136,80.63,154.35,81.73,64.88,29.33,105.16,105.57,189.67,114.76,97.217,159.42,101.65,62.13,42.5,100.25,139.3,57.88,43.06,48.76,0.5608,84.35,95.3033,106.88,113.82,68.4375,49.07,27.5267
2015-03-05,31.6025,159.6,19.3915,81.15,154.47,81.51,65.59,29.3,104.73,105.03,190.08,115.91,97.2925,161.18,102.52,62.0,42.4,99.11,139.6417,57.98,43.11,49.23,0.5715,84.63,96.39,107.6,114.79,68.5325,48.92,27.8567
2015-03-06,31.65,154.88,19.0045,80.31,153.12,80.06,64.56,28.92,103.55,103.82,186.91,114.45,96.1038,158.5,100.11,60.89,41.52,97.13,136.9667,56.84,42.36,48.455,0.5637,82.66,95.48,105.8,112.88,67.335,48.29,27.53
2015-03-09,31.785,155.01,18.928,80.51,154.75,80.81,65.48,29.36,103.95,105.26,187.93,115.25,97.3019,160.77,100.66,61.5,41.39,97.71,138.6417,57.26,42.85,48.715,0.5653,83.09,95.2467,106.72,114.9,67.855,48.23,27.6267
2015-03-10,31.1275,153.58,18.4755,79.11,152.42,79.91,63.76,28.66,102.91,103.09,182.71,112.56,95.4434,157.81,99.53,59.96,40.69,96.29,135.2167,56.58,42.03,48.255,0.575,81.54,93.82,104.73,112.46,66.3,47.51,27.3567
2015-03-11,30.56,152.7,18.3185,79.45,151.17,79.7,63.68,28.26,103.54,102.89,184.18,113.07,94.9528,156.8,98.32,60.24,40.1,94.96,134.775,56.06,41.98,47.67,0.572,81.39,93.65,105.67,112.72,66.1875,47.68,26.8967
2015-03-12,31.1125,154.25,18.712,81.56,152.04,80.19,64.95,28.24,102.42,107.17,189.95,116.1,96.6604,157.98,99.83,61.37,40.57,96.25,137.0583,56.17,41.02,48.52,0.5668,82.09,95.0767,107.83,114.88,67.395,48.73,27.3
2015-03-13,30.8975,154.26,18.529,80.6,151.57,79.23,64.6,27.94,101.62,106.44,189.34,114.82,95.4434,154.28,99.21,61.0,39.91,96.35,135.6167,56.2,41.38,47.905,0.5675,81.83,95.08,106.72,115.25,66.2575,48.84,27.3
2015-03-16,31.2375,163.03,18.6675,81.5,153.67,79.97,66.43,28.3,103.13,107.37,191.9,116.5,96.9623,157.08,101.06,61.85,40.29,97.15,138.5083,57.12,41.56,48.22,0.5743,83.56,96.0467,108.93,118.52,67.255,49.27,27.7633
2015-03-17,31.76,163.07,18.596,81.06,154.51,78.45,67.55,28.15,103.17,106.96,190.57,115.58,96.4245,156.96,99.89,61.61,40.51,96.17,136.8583,56.47,41.69,48.27,0.5813,82.85,95.35,108.75,117.6,66.125,48.95,27.54
2015-03-18,32.1175,166.54,18.757,81.86,155.73,81.33,68.55,28.15,106.7,107.97,192.32,116.08,97.9623,159.81,101.46,61.75,40.6,97.0,138.725,57.65,42.5,48.755,0.5718,83.75,94.2667,109.52,119.96,66.9175,49.54,27.51
2015-03-19,31.875,169.11,18.662,81.54,154.11,80.09,68.88,28.26,104.75,107.37,189.97,115.16,97.1887,159.81,101.69,61.2,40.02,95.98,138.05,58.21,42.28,49.16,0.5805,83.38,94.83,109.11,120.76,66.81,49.3,27.1733
2015-03-20,31.475,170.1,18.9245,82.7,154.5,81.19,67.69,28.44,107.03,108.43,193.13,117.49,99.434,162.88,102.4,61.75,40.65,97.05,138.7417,58.58,42.88,50.99,0.5867,84.74,96.6667,109.73,119.14,67.41,49.56,27.7467
2015-03-23,31.8025,166.54,18.7555,82.2,152.81,81.09,67.66,28.41,105.92,108.22,191.96,116.07,98.3962,164.63,102.98,61.14,40.62,98.62,138.4417,58.73,42.85,50.73,0.5678,84.86,95.9533,109.62,119.04,67.08,49.64,27.77
2015-03-24,31.6725,166.01,18.7045,81.37,151.65,80.48,67.37,28.0,104.2,107.11,191.28,116.15,98.1698,163.0,101.96,60.46,40.47,99.36,138.6,58.63,42.9,50.325,0.56,83.92,95.2867,109.23,118.12,67.1,49.41,27.6833
2015-03-25,30.845,160.62,18.548,80.11,148.23,79.86,65.78,27.46,105.67,105.0,187.35,113.68,96.1604,159.2,100.34,59.61,40.45,98.14,135.5833,58.26,41.46,49.495,0.526,83.01,93.7833,107.61,116.54,65.73,48.73,27.1067
2015-03-26,31.06,160.55,18.3675,78.48,148.17,79.88,65.99,27.09,105.25,105.24,187.24,112.37,96.3868,160.59,100.14,59.54,40.35,97.64,135.4917,57.6,41.21,49.665,0.5242,82.15,93.1067,106.83,116.25,65.59,48.42,27.2967
2015-03-27,30.8125,162.59,18.528,77.97,148.85,79.67,66.55,27.13,104.28,105.48,188.06,113.86,97.1321,160.4,100.34,59.55,40.08,96.96,136.25,57.75,40.97,49.94,0.5345,82.31,93.8933,107.13,118.01,65.54,48.56,27.1167
2015-03-30,31.5925,164.3,18.7295,78.05,152.7,81.37,66.85,27.65,106.9,106.12,191.02,114.63,98.9717,162.67,101.55,60.96,40.51,97.88,138.375,58.34,40.96,50.445,0.5368,82.72,94.7467,109.64,121.0,65.66,49.12,27.51
2015-03-31,31.1075,159.85,18.605,78.12,150.08,80.03,66.81,27.52,104.98,104.89,187.97,113.61,98.4057,160.5,100.6,60.58,40.55,97.44,137.4583,57.48,40.65,50.165,0.523,81.94,94.8333,108.13,118.29,65.41,48.63,27.4167
2015-04-01,31.0625,157.1,18.513,78.93,148.64,79.64,66.08,27.25,104.79,105.44,192.23,113.13,97.3962,159.18,99.15,59.95,40.68,96.29,135.4333,56.86,40.72,49.775,0.5253,82.32,95.2733,107.11,117.45,65.18,48.92,26.9033
2015-04-02,31.33,155.88,18.6125,79.7,149.28,80.24,66.68,27.13,105.28,106.0,191.55,114.54,97.651,160.45,99.64,60.52,40.68,95.83,135.6667,57.1,40.29,49.83,0.5265,82.43,94.7833,107.74,117.36,65.29,49.47,26.91
2015-04-06,31.8375,155.28,18.852,79.63,150.93,81.49,67.94,27.22,106.92,105.63,192.05,114.95,98.5755,162.04,99.16,60.47,41.17,96.28,137.9,57.18,41.54,49.865,0.5418,83.04,95.6267,108.13,117.7,65.2,49.63,26.9967
2015-04-07,31.5025,157.28,18.7205,78.33,152.32,80.54,68.2,27.39,108.54,105.43,192.39,114.3,98.2359,162.07,100.1,60.85,41.01,96.35,138.5083,57.43,41.53,49.805,0.5465,82.39,95.8667,107.34,117.35,65.8,49.27,26.8333
2015-04-08,31.4,160.33,19.06,78.69,153.36,80.44,68.21,27.55,106.66,106.36,192.56,115.59,97.9717,161.85,100.16,61.05,40.89,96.85,138.5583,57.15,41.42,50.42,0.5505,82.77,96.8833,107.34,118.19,66.5,49.13,27.01
2015-04-09,31.64,161.49,19.177,79.16,153.42,80.68,67.74,27.63,106.95,106.77,194.89,114.57,98.4811,162.34,101.33,61.47,41.05,96.55,138.9917,57.43,41.48,50.36,0.563,82.89,97.0167,107.3,118.55,66.44,49.01,26.9467
2015-04-10,31.775,163.38,19.1325,79.59,154.38,82.6,67.64,28.04,106.91,106.95,195.64,115.24,98.7736,162.86,102.06,61.7,40.88,97.8,139.225,57.25,41.72,49.985,0.569,83.35,96.8833,107.65,119.0,66.34,49.22,26.8833
2015-04-13,31.7125,162.49,19.118,79.27,153.24,82.14,67.08,27.98,106.5,106.51,195.58,114.44,97.434,162.38,100.55,62.07,40.7,97.44,138.2,56.73,41.76,49.635,0.5637,83.43,96.6,107.87,119.37,65.61,49.04,26.7633
2015-04-14,31.575,162.57,19.2555,79.49,153.21,83.0,66.91,27.81,108.84,106.66,197.72,114.05,97.4057,162.3,100.52,63.04,40.51,97.58,138.325,57.76,41.65,49.765,0.559,83.6,96.73,107.79,119.92,65.53,49.18,26.7167
2015-04-15,31.695,165.47,19.1725,79.75,152.43,85.16,67.21,28.25,110.41,106.98,201.1,113.45,97.9151,164.13,100.6,64.21,40.4,96.44,138.7,58.45,42.26,49.915,0.5658,83.51,96.2433,108.08,117.32,65.68,49.39,26.58
2015-04-16,31.5425,166.87,19.302,80.91,151.97,84.34,67.91,28.6,110.16,108.1,200.21,113.37,98.0377,163.13,99.79,63.81,40.6,95.63,138.2417,57.84,42.16,49.95,0.5623,83.5,94.6033,108.67,121.6,65.65,49.27,26.4133
2015-04-17,31.1875,163.58,18.778,77.32,149.6,83.28,65.81,27.92,109.11,106.69,197.35,112.1,95.9434,160.67,99.58,62.84,40.3,94.88,134.7583,56.88,41.62,49.275,0.555,82.53,94.0467,105.4,118.71,64.52,48.9,25.96
2015-04-20,31.9,165.97,19.4755,77.23,152.67,84.6,66.9,28.48,110.29,108.22,198.1,112.86,96.7736,166.16,100.21,63.24,40.66,96.18,137.0917,57.61,42.9,49.995,0.5523,82.87,93.97,106.14,118.58,64.72,49.38,26.0467
2015-04-21,31.7275,168.46,19.559,77.28,153.33,83.92,67.38,28.69,109.73,107.68,196.84,113.17,95.5943,164.26,100.3,62.31,40.78,94.87,136.6667,57.66,42.63,50.145,0.5515,83.08,94.14,101.88,119.28,65.35,49.17,26.01
2015-04-22,32.155,169.1,19.49,78.44,151.19,84.87,67.71,28.62,109.5,107.94,198.32,112.99,96.4057,165.36,100.43,62.94,41.31,97.84,137.225,57.69,42.99,50.075,0.5578,83.09,93.88,102.02,117.81,68.01,49.57,26.1433
2015-04-23,32.4175,169.17,19.4995,78.15,149.87,84.79,68.47,28.67,109.97,109.0,199.31,113.96,97.1792,170.24,100.46,62.8,40.95,97.0,133.05,57.51,43.34,50.555,0.5555,80.95,94.12,103.48,118.26,67.72,50.05,26.3933
2015-04-24,32.57,167.91,22.255,77.99,148.4,84.6,67.83,28.82,109.87,109.53,197.99,113.7,96.6981,169.78,101.08,62.6,40.89,98.74,132.4917,57.6,47.87,50.475,0.5508,81.0,94.2067,103.95,118.69,67.48,50.03,26.6133
2015-04-27,33.1625,162.38,21.928,77.49,147.8,85.33,67.84,28.89,109.7,110.16,196.52,111.39,96.7359,170.73,100.58,62.34,40.83,96.44,131.65,57.1,48.03,50.47,0.555,80.6,94.3033,103.33,116.24,67.1,50.08,26.4567
2015-04-28,32.64,162.49,21.4655,77.49,147.51,86.2,66.89,29.32,111.12,109.92,197.49,110.58,97.1038,173.92,100.74,62.76,40.77,96.83,131.9417,59.98,49.15,49.93,0.5578,80.42,93.96,103.68,117.59,66.77,50.55,26.3667
2015-04-29,32.16,160.98,21.4685,77.16,146.15,87.5,74.65,29.05,111.73,109.81,198.56,108.71,95.9811,174.4,100.39,63.6,40.49,97.02,130.8083,59.68,49.06,50.085,0.5535,79.85,93.0667,102.85,113.61,67.34,50.47,25.96
2015-04-30,31.2875,157.91,21.089,77.45,143.34,86.88,72.82,28.83,111.06,108.72,196.42,106.98,95.2075,171.29,99.2,63.26,40.56,96.55,130.325,59.56,48.64,49.42,0.5548,79.51,92.6667,101.11,111.4,66.05,50.44,26.0167
2015-05-01,32.2375,160.36,21.1435,77.68,144.67,87.37,73.36,29.13,109.04,110.52,197.53,109.55,96.6981,173.67,100.13,63.61,40.91,97.8,131.4,59.86,48.65,50.39,0.5688,80.29,94.0533,102.12,113.2,65.77,50.41,26.2
2015-05-04,32.175,162.11,21.152,78.28,144.02,87.3,71.6,29.17,108.32,111.03,199.3,110.06,96.7736,173.97,100.35,64.72,40.96,96.13,132.5167,60.64,48.24,50.415,0.5653,80.35,93.3467,102.17,114.56,65.58,50.52,26.3933
2015-05-05,31.45,159.44,21.0595,77.84,142.91,87.0,72.75,28.89,108.0,110.81,197.29,108.06,95.7925,173.08,99.5,64.4,40.75,96.13,131.5917,60.49,47.6,50.21,0.5508,80.07,91.6433,102.05,113.37,65.96,50.09,26.0433
2015-05-06,31.2525,158.95,20.955,77.85,141.04,86.99,73.79,28.97,107.95,109.72,196.25,108.31,95.2736,170.05,99.17,63.92,40.66,96.39,131.3667,60.26,46.28,50.11,0.5525,80.4,92.63,101.77,113.49,65.67,49.64,25.8833
2015-05-07,31.315,157.9,21.344,78.43,141.49,86.43,74.52,28.81,107.57,109.26,197.39,110.04,95.2925,170.99,99.66,64.5,40.7,96.78,132.175,60.3,46.7,50.725,0.5623,80.2,93.8,102.58,114.76,66.58,49.73,26.01
2015-05-08,31.905,162.34,21.6845,78.98,145.46,87.31,72.4,29.23,108.65,110.11,200.5,112.47,96.3396,172.68,101.47,65.49,40.98,98.23,133.8333,60.74,47.75,51.22,0.5208,80.96,95.7333,103.73,115.68,69.47,50.14,26.1767
2015-05-11,31.58,161.05,21.6425,79.7,145.89,88.77,71.2,29.21,107.36,108.6,201.73,111.9,96.8774,171.12,101.03,65.45,40.94,97.51,133.25,60.0,47.37,51.395,0.5158,80.27,95.65,102.22,114.77,69.02,49.8,26.0333
2015-05-12,31.465,158.24,21.551,79.08,145.43,88.16,71.77,29.23,107.56,109.24,200.53,112.52,96.5189,170.55,100.47,65.36,40.69,97.95,133.3917,59.44,47.35,51.185,0.5208,79.95,96.2367,101.67,114.64,68.69,49.62,26.32
2015-05-13,31.5025,158.39,21.3435,79.86,145.62,88.44,71.79,29.35,107.7,109.19,201.43,111.19,98.5283,172.28,100.55,65.52,41.05,97.35,134.425,59.18,47.63,51.08,0.5238,79.7,95.9767,101.97,115.86,68.65,49.73,26.0533
2015-05-14,32.2375,161.98,21.614,80.75,147.96,88.74,72.88,29.05,108.45,109.93,202.62,111.94,100.4151,174.05,101.83,66.05,41.5,97.71,135.9583,59.78,48.72,51.72,0.5323,80.57,97.1,102.75,118.53,70.0,49.97,26.24
2015-05-15,32.1925,162.36,21.3,80.22,146.88,88.43,72.4,29.55,108.03,110.3,202.97,113.35,100.8019,173.26,102.3,65.88,41.52,98.04,136.0833,60.23,48.29,52.49,0.5325,81.05,97.0733,102.68,119.33,69.57,49.79,26.4133
2015-05-18,32.5475,163.44,21.262,80.17,146.71,88.29,72.8,29.76,106.65,110.33,204.66,114.33,100.7264,173.06,103.42,66.42,41.32,98.02,135.725,60.01,48.01,52.375,0.5318,80.74,97.0167,103.17,119.8,70.0,49.6,26.64
2015-05-19,32.5175,163.56,21.0855,81.36,147.05,87.24,71.48,29.74,105.02,110.56,205.4,112.34,99.8208,173.48,103.96,67.01,41.31,100.68,135.9333,60.52,47.58,52.32,0.526,80.83,97.48,103.66,120.55,70.16,49.55,25.4767
2015-05-20,32.515,163.98,21.193,80.96,146.42,87.93,70.16,29.62,105.25,110.2,205.08,112.1,100.217,173.76,103.6,66.48,41.35,100.11,134.9167,60.46,47.58,52.305,0.526,80.48,95.89,103.7,121.24,69.78,49.69,25.3
2015-05-21,32.8475,163.84,21.5815,80.76,147.35,89.33,72.91,29.43,105.49,110.39,204.95,112.01,100.3396,173.34,102.42,66.65,41.23,99.28,135.05,60.1,47.42,52.2,0.5223,80.41,95.8167,103.09,120.46,69.37,49.9,25.37
2015-05-22,33.135,163.58,21.3815,81.25,144.81,88.63,75.01,29.26,104.89,110.26,207.8,112.16,99.9245,172.22,101.35,66.47,41.21,98.99,134.15,59.38,46.9,52.215,0.5215,79.95,95.5033,102.73,119.59,69.62,49.61,25.2867
2015-05-26,32.405,159.01,21.2735,80.19,142.8,87.84,73.57,28.95,103.29,109.44,206.38,110.93,98.9057,170.13,100.82,65.73,40.99,98.46,132.9917,58.97,46.59,51.71,0.5183,79.14,95.4633,101.6,118.24,68.54,49.42,24.9667
2015-05-27,33.01,160.44,21.571,80.11,143.0,87.92,73.95,29.31,103.11,110.37,209.06,112.16,99.4151,172.0,101.13,66.47,41.12,98.66,134.1833,59.46,47.61,51.42,0.546,79.39,96.58,102.34,119.45,69.49,49.57,25.0633
2015-05-28,32.945,157.35,21.3285,80.09,142.33,86.01,72.68,29.35,103.24,110.53,208.48,112.19,99.7076,171.71,101.15,66.2,41.14,96.48,134.0583,59.7,47.45,51.15,0.5535,79.33,96.6367,102.15,119.62,69.56,49.54,24.9467
2015-05-29,32.57,156.26,21.4615,79.72,140.52,85.32,72.75,29.31,103.0,110.37,206.19,111.42,98.3019,169.65,100.14,65.78,40.96,95.93,132.5667,60.89,46.86,50.835,0.5533,78.39,96.06,101.12,120.21,68.68,49.44,24.7567
2015-06-01,32.635,157.03,21.546,79.47,141.25,85.53,73.1,29.18,102.63,110.96,207.81,111.67,98.1698,170.18,100.04,66.08,40.94,96.22,132.4833,60.75,47.23,50.88,0.5595,78.85,96.08,101.01,119.86,69.11,49.22,24.91
2015-06-02,32.49,156.44,21.5495,79.99,143.25,86.17,72.9,29.08,102.58,110.75,206.43,111.59,98.6415,169.65,99.98,66.02,40.99,96.29,132.5667,60.24,46.92,51.055,0.5483,78.54,95.5067,100.33,117.75,69.04,49.14,24.8433
2015-06-03,32.53,157.13,21.8295,80.6,143.81,86.23,73.47,29.09,102.17,111.17,208.29,113.16,99.0377,169.92,100.09,66.7,40.87,96.52,133.4667,60.39,46.85,51.255,0.5425,78.56,95.7533,101.01,118.35,68.95,49.08,24.9633
