Time,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2020-10-15,120.71,235.01,166.9325,104.43,164.24,165.04,257.72,39.97,73.51,127.36,208.6,287.54,162.8396,124.89,147.19,101.72,49.99,229.64,140.9,79.06,219.66,129.0,13.97,143.83,229.3334,112.64,324.57,199.55,58.16,48.1767
2020-10-16,119.02,235.72,163.6355,104.91,167.35,168.75,258.55,40.16,72.89,126.81,206.21,287.66,164.9623,125.93,148.1,101.51,50.03,229.37,142.475,79.83,219.66,128.0,13.8115,144.39,231.7734,113.32,329.9,200.26,58.05,48.2367
2020-10-19,115.98,230.71,160.3605,102.47,167.11,167.53,255.01,39.3,71.28,124.23,205.69,283.73,161.8774,125.52,144.32,99.8,49.62,226.0,141.2917,78.67,214.22,127.43,13.4978,141.91,227.2767,111.84,324.22,196.97,57.3,47.65
2020-10-20,117.51,231.1,160.8505,103.14,167.24,168.99,255.97,39.2,71.68,124.95,208.03,286.04,163.4528,117.37,144.55,100.37,50.25,227.45,142.4583,78.27,214.65,128.49,13.6455,142.48,224.9767,118.11,323.41,197.7,57.25,47.9667
2020-10-21,116.87,228.97,159.247,101.43,163.86,167.4,254.23,39.06,70.87,126.63,202.91,284.51,163.0849,115.06,143.93,99.37,49.99,228.19,140.975,78.07,214.8,129.43,13.5248,143.25,224.69,125.0,322.79,198.43,56.75,48.1333
2020-10-22,115.75,227.98,158.82,104.79,169.07,169.66,249.67,38.82,73.4,127.56,205.4,281.16,166.8396,115.76,145.08,102.88,50.68,229.15,142.2583,79.21,214.89,130.02,13.361,141.45,226.0,126.14,325.73,197.99,57.33,47.85
2020-10-23,115.04,227.16,160.22,100.98,167.36,168.59,250.52,38.82,72.57,128.35,205.04,283.0,165.6038,116.0,145.24,103.81,50.52,228.71,141.5,79.83,216.23,129.99,13.5903,142.38,227.77,125.97,330.6,198.01,57.96,47.95
2020-10-26,115.05,224.89,160.352,96.88,160.83,163.2,241.98,37.67,70.94,124.06,201.14,276.04,160.5377,112.22,143.97,101.24,49.8,224.27,138.4667,78.84,210.08,128.37,13.1413,141.3,223.46,121.54,323.06,193.07,57.81,47.3867
2020-10-27,116.6,223.46,164.3165,94.93,155.24,157.91,250.3,36.87,69.51,123.31,195.68,276.84,157.3113,110.56,143.15,99.33,49.9,222.97,134.1917,77.99,213.25,127.99,13.3968,142.36,224.49,119.09,320.51,190.06,57.38,47.6233
2020-10-28,111.2,216.38,158.139,91.6,148.14,151.16,238.43,35.71,66.88,118.47,189.77,269.72,152.0377,106.65,138.36,96.54,47.96,214.69,132.1083,76.18,202.68,122.08,12.627,137.66,226.22,121.5,308.0,180.87,56.31,46.68
2020-10-29,115.32,217.82,160.5505,91.07,148.29,154.67,237.14,35.69,68.8,121.54,189.94,269.63,155.283,108.91,137.19,97.17,48.02,214.95,132.0667,75.89,204.72,122.86,13.024,137.57,230.6967,122.46,303.68,184.87,56.76,46.64
2020-10-30,108.86,216.94,151.8075,91.24,144.39,157.05,232.27,35.9,69.5,121.25,189.04,266.71,155.6132,111.66,137.11,98.04,48.06,213.0,133.3,75.21,202.47,120.08,12.534,137.1,229.3267,120.71,305.14,181.71,56.99,46.25
2020-11-02,108.77,220.21,150.224,93.4,148.6,163.27,232.45,35.9,72.15,120.13,190.2,270.74,163.783,112.91,138.69,100.25,48.62,212.56,135.7833,76.71,202.33,122.39,12.5808,138.5,236.4333,123.92,312.1,184.74,57.7,46.8
2020-11-03,110.44,220.06,152.4205,96.29,153.65,167.69,237.13,36.68,71.74,124.02,197.93,277.37,169.066,114.16,138.5,103.41,49.35,216.8,137.925,76.92,206.43,124.59,13.0195,141.22,236.6967,126.34,321.35,188.34,57.75,47.5933
2020-11-04,114.95,230.33,162.058,96.4,151.63,155.23,250.74,36.57,71.77,125.07,197.87,282.72,168.783,111.9,139.4,100.25,49.17,214.87,133.4667,80.62,216.39,127.34,13.7943,140.64,241.33,123.4,354.56,193.97,57.22,47.32
2020-11-05,119.03,231.97,166.1,98.11,157.09,163.09,260.22,37.23,72.14,126.96,202.96,285.85,172.9057,114.77,139.76,104.35,49.44,216.31,136.0,80.46,223.29,129.7,14.16,142.38,243.2734,127.51,354.4,197.64,58.15,47.8233
2020-11-06,118.69,231.67,165.5685,96.69,157.74,161.29,260.15,37.53,71.15,127.46,201.26,284.24,173.8396,114.04,142.25,102.96,49.45,216.56,135.85,80.36,223.72,128.9,14.562,143.23,245.3667,127.0,347.46,198.47,58.53,48.59
2020-11-09,116.32,235.0,157.187,117.37,179.36,170.82,259.28,38.2,79.4,142.59,214.93,269.97,185.8396,115.53,146.08,116.9,52.57,213.22,136.1917,80.5,218.39,128.95,13.6308,137.99,230.2534,134.28,350.0,212.68,59.84,47.8467
2020-11-10,115.97,241.6,151.751,115.95,188.69,172.3,247.66,38.72,83.07,142.11,217.47,275.57,190.5472,117.91,148.28,116.52,53.98,213.32,140.95,81.11,211.01,127.71,12.77,140.26,240.8033,136.36,353.69,213.31,61.1,48.52
2020-11-11,119.49,240.69,156.8695,111.12,182.15,169.46,254.18,39.33,82.46,137.82,218.05,277.75,188.0094,117.2,147.8,114.78,53.58,218.02,141.0083,81.06,216.55,127.66,13.418,142.07,242.4933,134.96,351.7,212.7,61.0,49.3267
2020-11-12,119.21,237.14,155.514,111.1,176.72,169.13,249.42,38.67,80.67,135.52,214.51,276.24,186.0755,114.5,148.3,113.37,53.01,213.07,139.2083,79.86,215.44,126.64,13.4568,142.15,239.1033,132.4,354.41,208.26,60.79,49.41
2020-11-13,119.26,237.36,156.4405,114.99,187.11,171.71,249.51,41.4,83.03,138.36,219.08,277.17,190.1321,116.85,149.9,114.08,53.45,213.28,141.4917,81.09,216.51,128.28,13.297,144.28,242.0934,134.63,355.67,210.48,61.06,50.18
2020-11-16,120.3,236.66,156.553,118.67,202.4,173.19,249.89,42.54,88.96,144.67,222.38,279.57,196.783,118.36,150.85,117.3,53.85,216.73,144.8833,80.18,217.23,130.11,13.5153,142.43,243.9,136.29,356.82,212.7,60.89,50.8133
2020-11-17,119.39,232.44,156.783,116.48,210.05,171.91,256.17,41.88,87.04,144.5,224.65,272.47,193.7076,117.7,149.35,116.11,53.68,216.01,144.7,81.5,214.46,132.21,13.4223,141.88,243.6934,135.04,352.1,210.71,60.75,49.79
2020-11-18,118.03,227.76,155.273,114.24,203.3,172.74,257.16,41.32,84.28,143.9,224.3,269.83,189.7264,116.77,147.37,115.25,52.61,215.52,142.8333,80.25,211.08,131.63,13.4288,139.7,241.2034,134.37,344.51,207.83,60.32,49.6967
2020-11-19,118.64,224.67,155.851,114.14,205.67,172.9,264.65,41.17,85.73,141.72,224.57,270.93,191.2453,117.18,147.14,115.56,53.13,215.11,143.0083,80.39,212.42,131.91,13.4403,139.53,242.91,133.87,337.0,207.57,60.21,50.7067
2020-11-20,117.34,223.17,154.97,112.58,199.62,172.23,258.04,40.97,85.79,141.07,223.35,269.81,190.566,116.94,146.36,114.57,52.67,214.09,144.075,80.45,210.39,132.98,13.0878,139.3,241.41,134.55,334.7,203.88,60.04,50.08
2020-11-23,113.85,222.22,154.9195,116.09,211.53,174.78,257.64,41.64,91.03,145.98,228.83,271.4,193.0,120.09,143.87,117.87,52.68,217.0,145.1167,80.28,210.11,134.13,13.14,138.76,244.71,134.63,335.06,208.16,60.23,50.31
2020-11-24,115.17,220.46,155.903,120.39,218.49,176.9,260.84,42.61,95.62,151.49,237.5,273.31,196.1226,124.42,143.87,123.32,53.22,219.71,147.5667,80.14,213.86,134.7,12.9578,138.31,245.0967,136.39,336.01,209.68,60.64,50.4533
2020-11-25,116.03,220.31,159.2535,120.58,217.61,174.63,246.82,42.5,92.14,149.09,236.54,273.96,195.9245,124.2,143.68,122.03,52.93,219.34,147.6,80.06,213.87,135.54,13.2348,138.68,243.75,136.02,333.19,210.89,60.41,50.61
2020-11-27,116.59,224.81,159.767,120.59,216.5,175.08,247.63,42.7,91.31,147.13,235.4,275.99,197.5566,124.35,144.0,121.22,52.7,218.33,147.4083,79.86,215.23,134.25,13.2613,138.61,245.27,134.44,337.94,211.0,60.58,50.5333
2020-11-30,119.05,222.04,158.402,118.59,210.71,173.59,245.8,43.02,87.18,148.01,230.58,277.41,192.3774,123.52,144.68,117.88,51.6,217.44,143.9417,80.39,214.07,134.7,13.4015,138.87,249.21,129.65,336.34,210.35,60.41,50.93
2020-12-01,122.72,225.08,161.004,119.93,213.01,173.26,241.35,43.54,87.45,149.44,232.08,276.6,194.5283,123.16,147.45,119.74,52.04,216.14,142.1,81.55,216.21,135.44,13.39,139.37,247.7534,133.41,341.19,211.2,60.58,50.88
2020-12-02,123.08,226.56,160.1765,122.33,223.85,173.87,220.78,43.89,89.87,153.61,237.65,271.1,196.2264,124.62,148.14,122.04,52.11,210.86,143.2083,81.83,215.37,135.58,13.5445,138.36,238.55,134.04,347.56,210.18,61.36,50.1733
2020-12-03,122.94,226.91,159.3365,123.12,237.2,174.63,220.97,44.11,89.8,153.24,235.47,268.14,196.434,123.61,149.0,121.24,52.78,211.51,143.1917,81.45,214.24,136.96,13.396,137.34,236.0167,135.09,348.68,208.05,61.74,49.7667
2020-12-04,122.25,229.21,158.129,125.04,232.71,182.21,225.86,44.38,93.28,154.14,239.58,263.99,200.6415,127.2,150.27,122.34,53.85,210.74,143.7167,81.94,214.36,137.19,13.5583,137.47,235.3033,136.16,349.89,212.68,61.55,49.6367
2020-12-07,123.75,226.45,157.9,123.94,238.17,178.71,227.7,44.35,90.76,153.68,238.45,262.64,199.1509,124.7,148.97,121.88,52.99,208.89,141.7917,82.51,214.29,138.75,13.6068,137.68,236.6934,133.9,347.86,212.65,61.35,49.37
2020-12-08,124.38,228.94,158.8645,123.52,236.57,178.84,227.86,44.37,91.54,153.72,238.84,261.72,200.066,125.71,151.55,122.0,53.18,208.39,143.7167,83.18,216.01,139.12,13.35,138.05,239.7534,135.26,347.86,212.77,61.45,49.8167
2020-12-09,121.78,229.85,155.21,121.69,232.06,180.07,220.57,44.69,90.44,154.43,242.82,265.58,200.2264,126.79,153.1,121.05,53.33,208.69,146.075,83.47,211.8,138.79,12.9308,136.41,240.2134,134.91,344.41,209.58,61.46,49.4233
2020-12-10,123.24,228.16,155.0745,121.84,234.43,178.85,222.92,44.32,93.35,154.69,244.4,264.81,199.9717,124.96,152.25,120.27,53.05,208.04,144.575,82.99,210.52,137.58,12.9723,135.51,239.94,136.71,339.65,207.61,60.51,49.0133
2020-12-11,122.41,227.4,155.821,120.23,230.33,179.29,222.42,44.32,92.45,175.72,239.99,264.55,202.4811,124.27,152.95,119.56,53.35,207.76,145.0167,82.96,213.26,137.41,13.0133,136.51,239.5367,134.95,337.07,206.24,60.35,49.0
2020-12-14,121.78,229.46,157.8485,117.36,228.62,178.05,221.27,44.24,89.44,169.3,237.79,265.58,199.8585,123.53,149.07,118.3,53.27,211.92,144.2333,80.32,214.2,136.28,13.3087,135.85,239.6167,133.99,336.13,207.25,59.98,48.55
2020-12-15,127.88,230.53,158.256,119.1,229.5,181.74,220.15,44.72,89.37,173.94,242.43,267.98,202.0472,125.93,150.57,120.32,53.84,214.86,145.5667,80.48,214.13,139.39,13.3605,136.65,240.78,137.26,339.67,208.36,60.55,48.5267
2020-12-16,127.81,228.44,162.048,119.0,225.87,179.5,223.62,44.72,88.69,173.12,243.77,269.59,198.4057,125.55,149.67,120.67,53.06,213.8,146.175,79.83,219.28,138.34,13.2425,137.27,240.83,137.44,339.34,208.27,59.91,48.4767
2020-12-17,128.7,231.24,161.804,118.98,221.24,179.17,225.92,44.82,88.41,173.55,244.43,273.97,199.9434,125.55,153.62,119.67,53.27,214.25,147.2083,79.82,219.42,140.5,13.3413,138.25,242.0834,138.03,341.67,211.18,60.01,48.7
2020-12-18,126.655,228.49,160.0825,117.51,219.75,180.96,227.43,45.44,87.19,172.89,242.13,270.45,198.1509,125.85,154.51,119.08,53.74,215.08,147.0167,79.53,218.59,137.28,13.272,139.04,242.7433,138.86,338.38,211.31,60.46,48.65
2020-12-21,128.23,227.31,160.309,116.41,219.31,180.16,226.47,44.88,86.09,170.69,256.98,270.99,198.7359,123.39,153.02,123.55,52.81,211.67,146.3833,79.29,222.59,144.02,13.3323,137.52,243.0567,138.15,336.08,209.01,59.49,48.6567
2020-12-22,131.88,220.99,160.326,114.55,218.78,176.58,231.17,44.69,84.36,170.45,250.09,270.04,196.1698,123.61,152.72,121.67,52.76,211.92,145.65,79.42,223.94,142.45,13.2783,136.55,245.69,136.48,335.01,205.84,58.99,48.0667
2020-12-23,130.96,222.94,159.2635,116.95,219.69,178.42,227.43,44.375,85.69,173.55,256.45,269.81,198.1038,123.9,151.94,125.07,53.08,212.02,144.9917,79.76,221.02,141.76,13.0093,136.34,241.4833,137.95,337.59,205.3,58.96,47.74
2020-12-24,131.97,222.93,158.6345,117.35,217.15,179.56,225.78,44.54,85.33,173.73,256.16,270.92,197.6698,124.69,152.47,124.52,53.44,211.39,145.4333,80.14,222.75,141.6,12.9938,137.72,244.6334,138.49,340.79,208.7,58.84,47.8333
2020-12-28,136.69,223.65,164.198,118.36,216.09,178.37,224.64,44.92,84.9,178.86,259.59,269.25,198.0566,124.82,153.19,125.34,54.16,214.02,145.5917,80.45,224.96,142.43,12.9,138.68,243.1134,139.19,345.95,212.63,58.98,48.4067
2020-12-29,134.87,226.87,166.1,118.14,216.25,176.65,222.46,44.64,84.61,177.3,258.01,266.19,197.2925,123.8,154.14,125.01,54.13,212.71,144.875,81.42,224.15,141.57,12.9433,138.42,243.53,138.35,347.35,214.37,58.81,48.1
2020-12-30,133.72,227.17,164.2925,119.43,216.67,180.04,222.4,44.48,85.33,181.17,259.45,265.26,199.0094,124.34,156.05,125.36,54.44,211.56,145.0917,80.59,221.68,141.58,13.1458,137.77,242.3767,139.08,344.99,218.36,58.14,48.06
2020-12-31,132.69,229.92,162.8465,120.91,214.06,182.02,222.53,44.75,84.45,181.18,263.71,265.62,200.6604,125.88,157.38,127.07,54.84,214.58,145.6583,81.8,222.42,141.47,13.055,139.14,244.97,140.37,350.68,218.73,58.75,48.05
2021-01-04,129.41,226.66,159.3315,118.04,202.72,182.15,220.31,43.96,84.71,177.68,265.0,263.92,196.1793,123.94,156.5,125.87,52.76,210.22,143.225,80.96,217.69,140.1,13.1135,137.82,241.1567,135.65,349.5,217.76,58.85,48.8433
2021-01-05,131.01,227.76,160.9255,118.67,211.63,183.64,221.52,43.98,87.0,178.44,270.93,266.05,196.6604,126.14,158.34,125.65,52.18,211.48,142.9833,81.1,217.9,141.23,13.4048,138.7,239.9534,134.53,344.8,214.51,58.58,48.5833
2021-01-06,126.6,233.25,156.919,123.06,211.03,193.86,216.15,44.4,89.8,179.12,285.55,267.57,200.2453,129.29,159.83,131.55,50.52,211.0,145.1583,82.38,212.25,142.35,12.6145,140.16,240.7833,139.1,359.27,212.62,59.29,48.8867
2021-01-07,130.92,234.02,158.108,121.66,212.71,194.23,217.98,44.96,90.22,178.58,291.65,266.26,200.5755,128.99,160.37,135.87,49.96,211.98,141.4333,84.02,218.29,144.95,13.344,138.85,245.0433,139.07,365.03,213.81,58.53,48.8833
2021-01-08,132.05,238.49,159.135,121.78,209.9,194.26,222.04,45.06,91.08,178.69,290.08,269.09,198.1415,128.53,160.04,136.02,51.08,215.87,138.85,83.03,219.62,146.35,13.2768,138.79,242.9234,139.65,363.39,215.45,57.8,48.8767
2021-01-11,128.98,237.57,155.7105,121.06,206.79,193.86,218.25,45.36,91.6,179.09,293.83,271.23,196.566,128.58,159.37,138.05,50.2,214.23,137.6667,85.0,217.49,147.05,13.6215,137.85,244.98,137.43,360.75,212.89,57.46,49.0967
2021-01-12,128.8,236.59,156.0415,121.62,208.41,197.54,215.52,45.79,93.34,175.99,302.21,276.33,197.0566,129.21,158.13,140.22,50.11,211.6,138.7583,83.09,214.93,145.05,13.4848,137.05,246.3867,140.42,357.37,208.86,57.26,49.6567
2021-01-13,130.89,237.74,158.2945,122.4,207.21,195.89,218.18,45.36,93.25,176.12,302.94,274.05,195.3019,126.92,157.89,140.35,50.16,212.09,138.5667,82.34,216.34,143.04,13.5318,137.26,242.7134,142.25,355.04,209.35,57.06,49.15
2021-01-14,128.91,241.66,156.3735,123.78,209.91,197.4,215.6,45.15,95.49,173.43,307.87,268.34,196.8019,128.97,160.65,141.17,49.23,208.5,138.675,82.17,213.02,141.3,13.2003,135.8,239.5934,142.32,350.53,201.86,57.04,48.99
2021-01-15,127.14,245.49,155.2125,122.15,204.32,194.62,213.14,45.43,92.09,171.44,301.01,275.59,194.3113,128.39,160.3,138.64,48.7,209.91,137.9583,83.38,212.65,140.72,12.8595,134.78,241.85,143.24,351.3,201.59,57.38,48.2133
2021-01-19,127.83,248.27,156.038,126.75,210.71,194.06,216.76,45.19,94.51,172.26,294.2,273.19,195.0566,129.02,162.78,138.04,48.51,209.09,140.9333,83.19,216.44,139.27,13.0253,133.6,241.87,143.51,352.19,201.66,57.05,47.7967
2021-01-20,132.03,252.36,163.169,128.94,211.45,192.34,223.44,45.34,95.38,173.64,290.47,274.3,196.3019,130.08,162.38,135.97,48.68,213.63,141.85,82.46,224.34,142.8,13.3658,131.93,245.4067,145.02,350.84,206.01,57.26,48.5033
2021-01-21,136.87,252.03,165.3495,127.43,207.41,192.19,222.17,45.11,92.01,171.28,289.37,279.05,193.6132,131.65,161.73,134.83,48.95,213.53,142.225,81.18,224.97,141.61,13.8675,131.01,245.45,148.72,355.0,205.14,57.27,48.2833
2021-01-22,139.07,253.5,164.6115,126.14,205.84,191.94,225.77,44.77,91.73,172.78,289.39,284.0,190.8019,118.61,163.55,133.79,48.49,213.38,140.8667,80.98,225.95,139.35,13.7125,130.0,244.0567,145.84,347.55,202.02,57.47,48.7767
2021-01-25,142.92,257.1,164.7,121.15,203.36,187.34,225.92,45.03,90.9,171.89,283.04,285.08,190.4434,118.58,165.98,132.12,48.78,213.34,141.9917,81.15,229.53,137.55,13.6533,132.24,244.76,146.36,347.81,200.98,58.42,48.7333
2021-01-26,143.16,258.6,166.3065,116.15,202.06,187.21,226.26,45.26,89.36,169.56,281.76,282.6,189.6793,122.49,170.48,131.58,49.29,215.38,146.625,80.25,232.33,135.1,13.4353,133.09,241.2134,143.71,343.11,202.01,56.57,49.17
2021-01-27,142.06,251.06,161.629,114.09,194.03,180.63,224.78,45.7,88.2,163.03,273.33,274.05,188.0944,122.47,167.88,127.86,48.53,207.0,155.5417,77.07,232.9,131.02,12.9178,128.38,239.18,139.5,332.99,194.97,55.13,47.9467
2021-01-28,137.09,247.75,161.881,118.97,197.23,184.34,226.5,45.34,89.02,171.88,275.02,278.05,191.3585,120.08,169.16,130.11,49.15,206.82,152.85,77.92,238.93,134.72,13.051,130.36,237.35,140.0,338.15,198.22,55.37,47.9167
2021-01-29,131.96,241.43,160.31,116.26,194.19,182.84,225.56,44.58,85.2,168.17,271.17,270.82,184.3113,119.11,163.13,128.67,48.15,207.84,146.3833,77.07,231.96,133.59,12.9898,128.21,230.6,136.3,333.58,193.25,54.75,46.83
2021-02-01,134.14,240.43,167.144,117.03,195.84,184.72,228.46,45.4,86.41,170.97,274.73,270.07,184.4906,120.54,162.71,129.62,48.48,207.93,145.5833,77.36,239.65,135.71,13.237,128.97,232.7,138.21,334.0,198.36,54.28,46.4233
2021-02-02,134.99,240.49,169.0,120.7,200.94,192.5,234.2,45.83,87.06,176.96,286.97,272.16,188.7925,119.44,161.25,133.61,48.96,209.76,145.85,77.77,239.51,139.59,13.5568,128.79,236.8467,139.83,338.72,202.61,54.5,46.9233
2021-02-03,133.94,237.08,165.6265,120.44,207.39,191.45,234.82,45.77,88.96,176.43,288.55,274.17,187.8679,119.12,160.5,135.14,48.77,208.71,146.2333,77.32,243.0,138.63,13.5305,128.95,233.78,138.66,337.89,201.36,54.79,47.0667
2021-02-04,137.39,237.22,166.55,124.9,210.64,191.65,237.98,47.25,89.0,180.23,293.75,278.82,189.2358,121.02,161.99,138.25,49.01,211.03,147.5833,76.03,242.01,140.63,13.6643,129.03,236.7734,143.93,329.32,209.25,55.14,47.51
2021-02-05,136.76,236.32,167.6075,126.28,207.93,193.0,238.89,48.08,89.26,181.16,293.5,278.86,191.434,121.79,164.45,137.98,49.65,212.58,149.175,75.8,242.2,145.11,13.591,129.57,238.86,144.84,324.51,208.77,55.32,48.12
2021-02-08,136.91,237.57,166.147,127.99,211.95,197.45,238.93,48.94,91.48,190.0,300.15,280.03,192.3208,123.61,164.92,140.14,49.92,211.58,150.6333,75.04,242.47,143.41,14.4388,129.17,241.3367,146.2,324.34,206.89,55.05,48.3433
2021-02-09,136.01,236.65,165.25,126.68,215.12,197.28,236.7,48.5,90.96,188.21,300.46,276.77,190.5849,122.1,166.27,139.58,49.7,215.98,150.7833,75.04,243.77,141.79,14.2633,128.67,237.67,147.16,329.63,206.52,55.0,48.61
2021-02-10,135.39,238.46,164.329,128.23,211.92,197.72,236.72,47.24,92.52,189.63,304.28,278.69,190.717,122.24,166.81,139.66,49.6,214.4,150.9,74.89,242.82,142.46,14.7643,128.22,237.44,145.93,333.4,206.44,54.96,48.0433
2021-02-11,135.13,235.04,163.1065,128.31,210.66,198.35,241.24,47.58,92.02,190.91,302.32,277.06,190.7358,120.91,166.06,139.27,50.3,214.27,147.675,74.74,244.49,143.54,15.2508,128.33,239.7633,146.34,333.07,210.66,54.6,48.0067
2021-02-12,135.37,237.21,163.8855,129.62,210.98,197.99,240.37,47.29,92.55,187.67,306.32,277.51,192.0472,120.8,166.58,141.25,50.69,213.9,148.9167,75.0,244.99,142.12,14.9613,127.62,240.35,145.96,328.24,209.96,54.2,48.1567
2021-02-16,133.19,232.84,163.4475,130.68,217.18,202.38,248.59,46.51,93.13,186.35,311.96,275.39,191.9245,120.07,165.07,144.65,50.27,215.03,147.1917,74.25,243.7,141.71,15.3303,127.92,235.8067,147.42,324.62,207.9,54.15,48.5533
2021-02-17,130.84,235.61,165.432,128.56,215.52,202.3,247.66,46.25,95.92,186.44,312.74,280.92,190.4717,119.97,165.66,145.1,50.13,213.45,147.2083,75.54,244.2,143.99,14.906,128.46,240.4667,148.45,326.86,207.51,56.99,49.0667
2021-02-18,129.71,232.53,166.4115,128.49,208.48,199.92,247.01,46.34,95.0,183.0,309.9,283.05,192.0,120.73,165.74,145.59,50.77,215.43,149.475,75.41,243.79,145.09,14.829,129.53,242.2534,147.69,328.41,209.35,56.98,45.8867
2021-02-19,129.87,231.69,162.495,131.71,217.47,209.91,246.56,45.68,95.8,183.65,315.62,279.64,192.0377,118.99,162.98,148.02,50.11,212.24,147.1167,74.31,240.97,142.02,14.9265,127.12,238.97,145.91,324.58,204.73,56.45,46.1133
2021-02-22,126.0,231.47,159.037,135.95,212.88,218.06,240.95,45.43,98.39,191.76,316.87,275.85,192.0943,120.86,161.87,149.41,50.63,212.06,146.7667,74.93,234.51,136.67,14.3558,126.58,236.21,147.87,327.64,208.32,56.45,45.8967
2021-02-23,125.86,232.46,159.725,136.94,212.12,220.18,235.64,45.51,99.63,197.09,319.21,267.24,193.434,120.71,160.44,150.61,50.54,211.32,146.8083,74.54,233.27,136.13,14.142,127.52,232.1967,149.33,329.51,212.11,57.03,45.1567
2021-02-24,125.35,229.99,157.9765,139.89,229.34,222.47,240.47,45.74,103.31,197.51,330.64,259.97,199.0849,123.21,162.59,153.26,50.71,213.27,148.025,74.57,234.55,135.65,14.499,127.66,227.3434,150.96,332.21,219.43,57.12,44.4033
2021-02-25,120.99,227.52,152.858,137.08,216.45,221.82,231.08,45.52,102.35,190.98,327.76,255.25,193.1981,122.47,162.76,151.18,50.17,210.95,148.9667,74.62,228.99,135.54,13.3075,126.58,224.39,148.0,328.87,213.75,56.5,43.9833
2021-02-26,121.26,224.92,154.6465,135.26,212.01,215.88,216.5,44.87,100.0,189.04,319.48,258.34,190.8962,118.93,158.46,147.17,48.99,206.14,145.8833,72.62,232.38,134.78,13.7145,123.53,226.78,145.5,332.22,212.39,55.3,43.3067
2021-03-01,127.79,227.04,157.307,138.71,224.39,219.76,217.54,45.92,102.05,194.98,329.92,261.62,194.5472,120.74,159.32,150.5,49.9,208.25,147.0083,72.38,236.94,137.65,13.8418,124.29,231.28,150.39,334.65,216.63,55.36,43.79
2021-03-02,125.12,225.69,154.7265,139.25,223.14,215.82,213.47,45.515,102.44,193.94,330.94,260.29,194.8868,120.33,159.02,150.01,50.1,208.67,147.5917,72.85,233.87,137.02,13.4063,123.9,229.8934,149.12,334.64,215.77,54.98,43.37
2021-03-03,122.06,223.94,150.25,142.59,228.56,214.91,206.0,45.13,103.59,192.26,334.43,257.36,195.2925,122.36,156.22,152.91,49.98,205.82,148.3833,73.3,227.56,134.26,12.8048,123.16,224.4034,150.71,332.87,214.85,55.38,42.53
2021-03-04,120.13,221.91,148.8785,142.68,224.71,212.77,205.33,44.56,104.5,188.03,329.29,250.93,191.4528,120.11,153.07,150.56,49.94,204.84,148.025,72.17,226.73,132.04,12.3703,122.15,219.8533,149.02,333.81,211.5,54.8,42.51
2021-03-05,121.42,227.73,150.023,147.33,223.22,220.16,210.76,46.25,109.0,189.99,327.37,253.52,194.8868,122.83,156.1,150.91,50.79,207.37,150.6667,73.13,231.6,133.35,12.4615,125.98,225.23,152.36,347.1,215.41,56.0,43.04
2021-03-08,116.36,227.81,147.5975,150.27,224.03,221.58,207.72,47.51,109.75,201.91,334.19,259.03,195.9434,124.81,157.4,152.91,51.64,209.11,153.1417,74.17,227.39,134.56,11.5933,127.31,229.37,155.75,350.17,220.27,56.79,42.6267
2021-03-09,121.085,228.99,153.1425,145.1,230.61,216.8,211.53,47.89,109.5,194.51,330.59,264.96,195.8585,124.18,157.7,151.83,50.86,208.55,150.9833,74.14,233.78,135.95,12.5203,126.18,235.3467,153.82,351.98,220.36,56.2,42.9633
2021-03-10,119.98,229.96,152.882,146.75,245.34,221.06,211.96,48.29,111.37,195.06,342.02,266.24,200.8585,127.87,159.15,155.13,51.44,213.31,153.7583,74.76,232.42,137.59,12.4683,127.34,235.3667,155.38,349.6,223.17,57.08,44.06
2021-03-11,121.96,231.17,155.6795,147.75,252.0,219.76,215.95,48.8,111.19,196.75,342.1,268.85,200.4717,127.14,159.14,154.32,50.88,211.57,153.8083,74.63,237.13,141.19,12.9935,126.91,234.6667,155.09,353.1,226.15,55.51,44.0433
2021-03-12,121.03,230.36,154.4745,148.54,269.19,229.0,212.21,48.82,111.56,197.16,348.81,273.1,202.2453,127.61,159.6,156.15,50.36,212.34,154.1,74.6,235.75,140.45,12.856,128.14,236.0433,157.27,356.02,224.36,55.63,44.7067
2021-03-15,123.99,235.96,154.084,146.99,265.63,230.74,212.8,49.41,110.25,196.76,346.05,278.54,203.9623,128.58,160.42,155.37,51.03,220.46,157.9,76.23,234.81,144.94,13.1913,128.56,238.99,157.34,353.88,223.27,55.64,44.4767
2021-03-16,125.57,240.32,154.593,143.3,255.21,226.46,214.48,49.67,107.64,194.24,341.71,282.08,199.8208,128.24,161.37,153.51,51.22,219.86,155.7083,76.81,237.71,144.65,13.2913,128.94,239.0167,156.47,354.6,224.7,55.64,44.4633
2021-03-17,124.76,244.27,156.7865,144.68,263.59,233.63,213.12,49.42,108.03,195.24,344.95,280.03,200.9717,129.03,160.77,155.09,51.24,224.11,156.9167,77.3,237.04,144.82,13.3413,128.42,237.4534,157.92,352.18,223.02,55.75,44.0933
