Date,AAPL,IBM
8/9/2000,0.8838,64.6088
11/9/2000,0.8773,62.1142
12/9/2000,0.8669,62.3637
13/9/2000,0.8706,63.7057
14/9/2000,0.8532,63.3016
15/9/2000,0.829,62.3637
18/9/2000,0.9106,61.4906
19/9/2000,0.8998,62.3337
20/9/2000,0.9161,62.2389
21/9/2000,0.851,60.6175
22/9/2000,0.7835,61.8049
25/9/2000,0.8031,61.3659
26/9/2000,0.7722,59.4351
27/9/2000,0.7346,58.8713
28/9/2000,0.8031,57.4993
29/9/2000,0.3865,56.1922
2/10/2000,0.364,58.7765
3/10/2000,0.3349,55.1594
4/10/2000,0.3547,57.0653
5/10/2000,0.3311,56.4716
6/10/2000,0.3331,57.8735
9/10/2000,0.3265,58.8414
10/10/2000,0.3135,57.3147
11/10/2000,0.2946,55.8778
12/10/2000,0.3002,51.4525
13/10/2000,0.3311,54.4111
16/10/2000,0.3227,55.4438
17/10/2000,0.3022,56.3768
18/10/2000,0.3022,47.6159
19/10/2000,0.2843,48.1148
20/10/2000,0.2927,47.2717
23/10/2000,0.3059,46.3387
24/10/2000,0.2834,45.6203
25/10/2000,0.2777,43.6845
26/10/2000,0.2777,46.2738
27/10/2000,0.2786,46.7428
30/10/2000,0.2899,46.5532
31/10/2000,0.2936,49.1426
1/11/2000,0.3078,49.1725
2/11/2000,0.3349,50.8588
3/11/2000,0.334,49.9558
6/11/2000,0.3219,50.0456
7/11/2000,0.3199,51.0434
8/11/2000,0.3011,49.9544
9/11/2000,0.303,49.6747
10/11/2000,0.2862,46.4576
13/11/2000,0.2909,48.6756
14/11/2000,0.304,49.7046
15/11/2000,0.2984,49.6447
16/11/2000,0.2852,49.0802
17/11/2000,0.2777,50.9235
20/11/2000,0.2843,51.5779
21/11/2000,0.2824,49.2051
22/11/2000,0.2777,49.2051
24/11/2000,0.2899,49.9244
27/11/2000,0.2805,49.1751
28/11/2000,0.2707,48.8954
29/11/2000,0.2636,49.8595
30/11/2000,0.2477,46.7074
1/12/2000,0.2561,47.7714
4/12/2000,0.2505,49.1451
5/12/2000,0.2552,51.6429
6/12/2000,0.2148,48.3309
7/12/2000,0.2148,47.6465
8/12/2000,0.226,48.4558
11/12/2000,0.228,47.4567
12/12/2000,0.2308,46.8972
13/12/2000,0.2252,45.5834
14/12/2000,0.2168,46.1779
15/12/2000,0.2111,43.865
18/12/2000,0.2139,45.2087
19/12/2000,0.2102,45.0239
20/12/2000,0.2159,42.9608
21/12/2000,0.2111,40.7428
22/12/2000,0.2252,44.4594
26/12/2000,0.2205,42.3663
27/12/2000,0.2223,42.3064
28/12/2000,0.2223,42.5861
29/12/2000,0.2234,42.4612
2/1/2001,0.2234,42.3663
3/1/2001,0.2459,47.2719
4/1/2001,0.2561,46.5525
5/1/2001,0.2459,46.9571
8/1/2001,0.2486,46.7373
9/1/2001,0.2581,46.2378
10/1/2001,0.2486,46.6774
11/1/2001,0.2702,46.8023
12/1/2001,0.2581,46.8622
16/1/2001,0.2572,46.3327
17/1/2001,0.2524,48.3009
18/1/2001,0.2805,54.1056
19/1/2001,0.2927,55.5743
22/1/2001,0.2889,54.2305
23/1/2001,0.3078,54.4803
24/1/2001,0.3078,55.1697
25/1/2001,0.2994,55.3245
26/1/2001,0.2936,57.0429
29/1/2001,0.3256,57.4376
30/1/2001,0.3265,58.2518
31/1/2001,0.3247,55.9489
1/2/2001,0.3172,56.973
2/2/2001,0.3097,55.0847
5/2/2001,0.303,56.0588
6/2/2001,0.3172,57.0429
7/2/2001,0.3115,58.4683
8/2/2001,0.3115,57.0629
9/2/2001,0.2872,56.0127
12/2/2001,0.2956,57.463
13/2/2001,0.2872,56.8879
14/2/2001,0.2927,57.5631
15/2/2001,0.3011,58.4032
16/2/2001,0.2852,57.513
20/2/2001,0.2749,55.7626
21/2/2001,0.2834,53.7672
22/2/2001,0.2824,54.4624
23/2/2001,0.2824,52.0118
26/2/2001,0.2927,52.6619
27/2/2001,0.2909,51.3066
28/2/2001,0.274,49.9613
1/3/2001,0.2814,53.037
2/3/2001,0.2889,51.1616
5/3/2001,0.3059,52.4669
6/3/2001,0.3227,53.012
7/3/2001,0.319,53.7872
8/3/2001,0.3124,53.2471
9/3/2001,0.304,49.6563
12/3/2001,0.2797,47.7558
13/3/2001,0.2936,49.2062
14/3/2001,0.3068,47.4908
15/3/2001,0.2956,47.7908
16/3/2001,0.2946,45.0602
19/3/2001,0.3086,46.3105
20/3/2001,0.2956,44.16
21/3/2001,0.3022,44.5501
22/3/2001,0.3247,44.5601
23/3/2001,0.3452,46.7656
26/3/2001,0.3269,47.7108
27/3/2001,0.3433,49.7613
28/3/2001,0.3328,47.2157
29/3/2001,0.3382,47.5308
30/3/2001,0.3313,48.1009
2/4/2001,0.3241,47.3407
3/4/2001,0.3038,45.2053
4/4/2001,0.2927,46.0104
5/4/2001,0.3133,49.1161
6/4/2001,0.3091,48.9861
9/4/2001,0.3083,48.0109
10/4/2001,0.3309,49.5362
11/4/2001,0.3273,48.7261
12/4/2001,0.3366,48.1109
16/4/2001,0.3219,48.386
17/4/2001,0.3062,49.8613
18/4/2001,0.3421,53.2621
19/4/2001,0.3861,57.248
20/4/2001,0.3758,57.428
23/4/2001,0.364,56.0127
24/4/2001,0.3607,56.3478
25/4/2001,0.3711,57.438
26/4/2001,0.3706,56.8829
27/4/2001,0.3933,58.1132
30/4/2001,0.3827,57.5831
1/5/2001,0.3892,59.2684
2/5/2001,0.3991,57.7131
3/5/2001,0.3747,56.8629
4/5/2001,0.3865,57.9431
7/5/2001,0.3747,57.9631
8/5/2001,0.3688,58.9345
9/5/2001,0.36,58.574
10/5/2001,0.3452,57.6828
11/5/2001,0.343,55.9853
14/5/2001,0.3496,56.3609
15/5/2001,0.3479,56.8716
16/5/2001,0.3618,57.9832
17/5/2001,0.3535,57.6177
18/5/2001,0.3532,58.8044
21/5/2001,0.3537,59.6055
22/5/2001,0.3527,59.0898
23/5/2001,0.3487,58.7843
24/5/2001,0.3483,59.8859
25/5/2001,0.3416,58.9846
29/5/2001,0.3223,57.7178
30/5/2001,0.2969,56.4059
31/5/2001,0.2994,55.9803
1/6/2001,0.3136,56.5261
4/6/2001,0.3101,56.9016
5/6/2001,0.3143,58.569
6/6/2001,0.3112,58.8344
7/6/2001,0.3252,58.7092
8/6/2001,0.32,58.1334
11/6/2001,0.3009,58.7643
12/6/2001,0.3049,58.7092
13/6/2001,0.3073,58.3537
14/6/2001,0.2984,57.9581
15/6/2001,0.3068,56.8816
18/6/2001,0.3052,57.2171
19/6/2001,0.303,57.5025
20/6/2001,0.3253,56.6262
21/6/2001,0.3376,56.3809
22/6/2001,0.3342,56.5161
25/6/2001,0.3601,56.4059
26/6/2001,0.3565,56.6012
27/6/2001,0.3504,56.8415
28/6/2001,0.3534,57.6327
29/6/2001,0.349,56.8315
2/7/2001,0.3588,57.2571
3/7/2001,0.3579,56.5712
5/7/2001,0.3481,56.1305
6/7/2001,0.3307,53.3265
9/7/2001,0.3408,52.4352
10/7/2001,0.3173,51.0532
11/7/2001,0.3384,51.9996
12/7/2001,0.3657,53.702
13/7/2001,0.373,54.343
16/7/2001,0.3597,53.9874
17/7/2001,0.3768,54.343
18/7/2001,0.312,52.2149
19/7/2001,0.2996,52.0747
20/7/2001,0.2999,52.9259
23/7/2001,0.2933,53.001
24/7/2001,0.2866,52.3301
25/7/2001,0.2774,52.5203
26/7/2001,0.2791,53.0761
27/7/2001,0.2846,52.4252
30/7/2001,0.2841,53.001
31/7/2001,0.282,52.6806
1/8/2001,0.2862,53.6069
2/8/2001,0.2975,54.4782
3/8/2001,0.2927,54.1677
6/8/2001,0.2872,53.3315
7/8/2001,0.2889,53.2013
8/8/2001,0.2837,52.2387
9/8/2001,0.286,52.1835
10/8/2001,0.2855,52.6197
13/8/2001,0.2866,53.076
14/8/2001,0.2812,53.2464
15/8/2001,0.2768,52.6498
16/8/2001,0.2799,53.0208
17/8/2001,0.2713,52.4392
20/8/2001,0.272,52.1935
21/8/2001,0.269,51.0855
22/8/2001,0.2734,52.1233
23/8/2001,0.2673,51.642
24/8/2001,0.2788,53.6425
27/8/2001,0.2841,53.5774
28/8/2001,0.2762,52.6197
29/8/2001,0.2677,52.2086
30/8/2001,0.2677,50.3184
31/8/2001,0.2784,50.1128
4/9/2001,0.274,50.8849
5/9/2001,0.2784,50.3134
6/9/2001,0.266,49.1351
7/9/2001,0.2594,48.4282
10/9/2001,0.2608,48.368
17/9/2001,0.255,46.7987
18/9/2001,0.2444,48.3329
19/9/2001,0.2555,48.1324
20/9/2001,0.2354,46.8288
21/9/2001,0.2361,45.3748
24/9/2001,0.2469,47.5307
25/9/2001,0.2333,47.3552
26/9/2001,0.2274,45.7759
27/9/2001,0.2329,45.1241
28/9/2001,0.2329,45.9865
1/10/2001,0.2333,46.4828
2/10/2001,0.2259,47.0143
3/10/2001,0.2249,48.6087
4/10/2001,0.2384,48.7892
5/10/2001,0.2423,49.1452
8/10/2001,0.2432,49.3858
9/10/2001,0.2402,48.7039
10/10/2001,0.2525,48.7591
11/10/2001,0.2663,49.8371
12/10/2001,0.2703,50.559
15/10/2001,0.27,51.1406
16/10/2001,0.2402,51.0654
17/10/2001,0.2402,51.5919
18/10/2001,0.2702,50.7696
19/10/2001,0.2747,51.4665
22/10/2001,0.2855,52.7701
23/10/2001,0.2723,53.0509
24/10/2001,0.2845,54.4347
25/10/2001,0.2881,55.4826
26/10/2001,0.2803,55.7333
29/10/2001,0.2646,54.4598
30/10/2001,0.2642,54.4748
31/10/2001,0.2636,54.184
1/11/2001,0.2791,55.0965
2/11/2001,0.2788,54.901
5/11/2001,0.2862,55.1366
6/11/2001,0.2938,57.2525
7/11/2001,0.2941,57.1521
8/11/2001,0.2809,57.132
9/11/2001,0.2809,57.2675
12/11/2001,0.2814,57.6591
13/11/2001,0.2908,58.5827
14/11/2001,0.2944,57.4031
15/11/2001,0.292,57.6039
16/11/2001,0.2847,57.4784
19/11/2001,0.3002,57.7294
20/11/2001,0.2931,57.9502
21/11/2001,0.2954,57.398
23/11/2001,0.2978,57.9051
26/11/2001,0.3208,58.397
27/11/2001,0.3152,57.3278
28/11/2001,0.3082,56.2987
29/11/2001,0.3065,57.4432
30/11/2001,0.3198,58.0255
3/12/2001,0.316,57.2926
4/12/2001,0.3363,58.5526
5/12/2001,0.3567,60.9421
6/12/2001,0.342,60.3096
7/12/2001,0.3384,60.4401
10/12/2001,0.3384,60.0687
11/12/2001,0.3269,60.9923
12/12/2001,0.3226,61.8457
13/12/2001,0.3152,60.3648
14/12/2001,0.3061,60.7915
17/12/2001,0.3095,60.912
18/12/2001,0.3154,61.3437
19/12/2001,0.3246,62.1921
20/12/2001,0.3103,61.5947
21/12/2001,0.3152,61.2433
24/12/2001,0.3206,60.9672
26/12/2001,0.3226,61.4441
27/12/2001,0.3313,61.9963
28/12/2001,0.3367,61.6951
31/12/2001,0.3288,60.7212
2/1/2002,0.3498,60.9923
3/1/2002,0.354,62.0766
4/1/2002,0.3556,63.0505
7/1/2002,0.3437,62.2724
8/1/2002,0.3394,62.5987
9/1/2002,0.325,62.4933
10/1/2002,0.3187,61.3136
11/1/2002,0.316,60.3949
14/1/2002,0.3175,59.2604
15/1/2002,0.3257,59.662
16/1/2002,0.312,58.8588
17/1/2002,0.3374,60.1891
18/1/2002,0.3328,57.3529
22/1/2002,0.3275,55.4704
23/1/2002,0.3456,54.1652
24/1/2002,0.3484,54.5768
25/1/2002,0.349,54.8579
28/1/2002,0.3493,54.2907
29/1/2002,0.3463,51.7054
30/1/2002,0.3616,52.9855
31/1/2002,0.3711,54.1602
1/2/2002,0.3664,54.2154
4/2/2002,0.3806,53.613
5/2/2002,0.3821,53.362
6/2/2002,0.3703,53.5983
7/2/2002,0.3648,52.231
8/2/2002,0.3607,52.7739
11/2/2002,0.375,53.9752
12/2/2002,0.3709,53.5681
13/2/2002,0.3754,54.3221
14/2/2002,0.3693,54.2316
15/2/2002,0.3588,51.7183
19/2/2002,0.3395,50.0344
20/2/2002,0.3472,49.9188
21/2/2002,0.3227,48.446
22/2/2002,0.3414,49.4865
25/2/2002,0.3574,49.4111
26/2/2002,0.3553,48.8331
27/2/2002,0.3296,49.1749
28/2/2002,0.3257,49.3206
1/3/2002,0.352,51.7837
4/3/2002,0.3646,53.2313
5/3/2002,0.3532,53.2263
6/3/2002,0.3613,53.4324
7/3/2002,0.366,52.1305
8/3/2002,0.3702,52.8242
11/3/2002,0.3762,52.8996
12/3/2002,0.3711,54.493
13/3/2002,0.3676,53.8747
14/3/2002,0.3667,53.5832
15/3/2002,0.3745,53.6787
18/3/2002,0.3714,53.4575
19/3/2002,0.373,54.0305
20/3/2002,0.3741,53.0303
21/3/2002,0.3643,53.6737
22/3/2002,0.3616,53.0805
25/3/2002,0.3505,52.0551
26/3/2002,0.3521,51.7233
27/3/2002,0.3523,51.9696
28/3/2002,0.3553,52.2763
1/4/2002,0.3672,51.7032
2/4/2002,0.3613,50.7432
3/4/2002,0.3565,50.2455
4/4/2002,0.3737,50.6879
5/4/2002,0.3714,48.8833
8/4/2002,0.3687,43.9322
9/4/2002,0.3618,44.1232
10/4/2002,0.3702,44.7414
11/4/2002,0.3732,42.3186
12/4/2002,0.3762,43.0274
15/4/2002,0.3753,42.9017
16/4/2002,0.3864,43.329
17/4/2002,0.3919,42.6303
18/4/2002,0.3814,44.7113
19/4/2002,0.375,44.7364
22/4/2002,0.3682,44.1986
23/4/2002,0.364,43.897
24/4/2002,0.3569,43.4798
25/4/2002,0.3621,43.5853
26/4/2002,0.3454,42.58
29/4/2002,0.3597,42.1678
30/4/2002,0.3643,42.1025
1/5/2002,0.36,42.3739
2/5/2002,0.3556,42.1528
3/5/2002,0.3529,41.1072
6/5/2002,0.34,38.2019
7/5/2002,0.3373,38.3778
8/5/2002,0.3658,41.5256
9/5/2002,0.3632,40.2564
10/5/2002,0.35,39.9744
13/5/2002,0.3594,41.3947
14/5/2002,0.3844,43.0517
15/5/2002,0.3795,42.5581
16/5/2002,0.3785,43.0365
17/5/2002,0.3754,43.1574
20/5/2002,0.3714,42.3566
21/5/2002,0.3521,42.0292
22/5/2002,0.3651,42.3063
23/5/2002,0.378,42.4825
24/5/2002,0.3625,41.853
28/5/2002,0.36,41.3393
29/5/2002,0.36,41.0975
30/5/2002,0.3632,41.4249
31/5/2002,0.3498,40.5183
3/6/2002,0.3439,39.3398
4/6/2002,0.342,39.9442
5/6/2002,0.341,40.5687
6/6/2002,0.3326,40.1003
7/6/2002,0.3212,39.4355
10/6/2002,0.3225,38.68
11/6/2002,0.3072,38.0202
12/6/2002,0.3015,37.5972
13/6/2002,0.2933,38.0756
14/6/2002,0.3017,38.3627
17/6/2002,0.3083,38.8512
18/6/2002,0.3025,38.2469
19/6/2002,0.257,36.9424
20/6/2002,0.2568,36.051
21/6/2002,0.2529,34.6257
24/6/2002,0.2593,35.1192
25/6/2002,0.2573,34.5501
26/6/2002,0.2484,34.1774
27/6/2002,0.2561,36.2121
28/6/2002,0.266,36.2625
1/7/2002,0.2561,34.0465
2/7/2002,0.2543,34.54
3/7/2002,0.2635,35.5121
5/7/2002,0.2813,36.333
8/7/2002,0.2703,35.91
9/7/2002,0.2631,35.089
10/7/2002,0.26,34.6307
11/7/2002,0.2747,34.9581
12/7/2002,0.2627,34.8573
15/7/2002,0.2736,35.7589
16/7/2002,0.2681,34.7566
17/7/2002,0.2346,35.5574
18/7/2002,0.225,36.2877
19/7/2002,0.2245,36.2625
22/7/2002,0.2239,34.5652
23/7/2002,0.2172,33.7644
24/7/2002,0.2281,35.0084
25/7/2002,0.2155,34.9278
26/7/2002,0.2153,33.4421
29/7/2002,0.2255,35.8495
30/7/2002,0.2316,36.1567
31/7/2002,0.2291,35.4567
1/8/2002,0.2222,34.3738
2/8/2002,0.2169,34.2177
5/8/2002,0.21,33.2356
6/8/2002,0.2213,34.1976
7/8/2002,0.2256,34.8891
8/8/2002,0.2297,36.1459
9/8/2002,0.2252,36.257
12/8/2002,0.225,36.2267
13/8/2002,0.219,36.2923
14/8/2002,0.2277,37.8167
15/8/2002,0.2343,38.6142
16/8/2002,0.2373,40.0528
19/8/2002,0.2399,41.6377
20/8/2002,0.2388,41.0219
21/8/2002,0.242,40.8856
22/8/2002,0.2397,41.3853
23/8/2002,0.2361,40.5828
26/8/2002,0.2331,40.0881
27/8/2002,0.2229,39.3512
28/8/2002,0.2207,38.3921
29/8/2002,0.2207,38.6748
30/8/2002,0.2214,38.0489
3/9/2002,0.2109,36.5195
4/9/2002,0.2174,37.216
5/9/2002,0.2128,36.4336
6/9/2002,0.2159,36.9485
9/9/2002,0.2157,37.6047
10/9/2002,0.2151,38.1599
11/9/2002,0.2145,37.4533
12/9/2002,0.2123,36.2772
13/9/2002,0.2127,36.5952
16/9/2002,0.2176,36.5043
17/9/2002,0.2222,36.2166
18/9/2002,0.2255,35.1061
19/9/2002,0.2189,32.7085
20/9/2002,0.2232,32.2643
23/9/2002,0.2229,31.9867
24/9/2002,0.2197,30.1595
25/9/2002,0.2241,31.805
26/9/2002,0.2207,31.3053
27/9/2002,0.221,30.4674
30/9/2002,0.2176,29.4326
1/10/2002,0.2178,30.8762
2/10/2002,0.2127,30.0989
3/10/2002,0.2147,30.2857
4/10/2002,0.2106,28.5695
7/10/2002,0.2067,28.7007
8/10/2002,0.2055,28.7966
9/10/2002,0.2042,27.7972
10/10/2002,0.2119,29.0641
11/10/2002,0.2178,32.2643
14/10/2002,0.2217,32.0119
15/10/2002,0.2276,34.566
16/10/2002,0.2186,32.759
17/10/2002,0.2118,36.4437
18/10/2002,0.2153,37.4785
21/10/2002,0.2186,38.1347
22/10/2002,0.2207,37.5996
23/10/2002,0.2234,37.6552
24/10/2002,0.2205,36.3933
25/10/2002,0.2315,37.635
28/10/2002,0.2343,38.6445
29/10/2002,0.2318,38.7354
30/10/2002,0.2399,39.7095
31/10/2002,0.2413,39.8458
1/11/2002,0.2456,40.5828
4/11/2002,0.2535,41.6428
5/11/2002,0.2537,41.2289
6/11/2002,0.2585,41.2339
7/11/2002,0.2402,39.9242
8/11/2002,0.2378,39.2365
11/11/2002,0.2276,39.0848
12/11/2002,0.2348,40.0253
13/11/2002,0.234,40.1265
14/11/2002,0.2447,40.8193
15/11/2002,0.2394,40.4602
18/11/2002,0.235,40.0405
19/11/2002,0.2292,39.6309
20/11/2002,0.2331,41.2693
21/11/2002,0.2455,42.933
22/11/2002,0.2403,42.6954
25/11/2002,0.2397,43.5904
26/11/2002,0.2313,43.014
27/11/2002,0.236,44.349
29/11/2002,0.2327,43.9545
2/12/2002,0.2279,44.1467
3/12/2002,0.2276,43.0898
4/12/2002,0.2247,42.3212
5/12/2002,0.2196,42.0026
6/12/2002,0.2245,41.6284
9/12/2002,0.2214,40.2478
10/12/2002,0.2294,40.8597
11/12/2002,0.2325,41.1834
12/12/2002,0.228,40.5411
13/12/2002,0.222,40.4552
16/12/2002,0.2229,41.2744
17/12/2002,0.2264,40.6119
18/12/2002,0.2187,40.0152
19/12/2002,0.2132,39.7775
20/12/2002,0.2123,40.349
23/12/2002,0.2175,40.5867
24/12/2002,0.2155,40.3338
26/12/2002,0.2161,39.6966
27/12/2002,0.2111,39.1201
30/12/2002,0.2112,38.5588
31/12/2002,0.2151,39.1909
2/1/2003,0.2222,40.7434
3/1/2003,0.2237,41.2896
6/1/2003,0.2237,42.2706
7/1/2003,0.2229,43.4893
8/1/2003,0.2184,42.574
9/1/2003,0.2203,43.995
10/1/2003,0.221,44.3389
13/1/2003,0.2196,44.2529
14/1/2003,0.2193,44.794
15/1/2003,0.2166,44.2934
16/1/2003,0.2195,43.5146
17/1/2003,0.2117,41.1126
21/1/2003,0.2105,40.7282
22/1/2003,0.2084,40.3035
23/1/2003,0.2127,40.9861
24/1/2003,0.2071,39.9444
27/1/2003,0.2121,39.6562
28/1/2003,0.2189,40.5108
29/1/2003,0.2241,40.617
30/1/2003,0.215,39.5955
31/1/2003,0.2155,39.5449
3/2/2003,0.2201,39.5348
4/2/2003,0.2192,38.9583
5/2/2003,0.2169,39.0696
6/2/2003,0.2166,39.2723
7/2/2003,0.2124,39.0645
10/2/2003,0.2154,39.4749
11/2/2003,0.2154,39.2115
12/2/2003,0.216,38.7605
13/2/2003,0.2182,38.4362
14/2/2003,0.2202,39.2418
18/2/2003,0.2292,40.1944
19/2/2003,0.2229,40.2856
20/2/2003,0.2217,40.0475
21/2/2003,0.2252,40.5085
24/2/2003,0.2213,39.8043
25/2/2003,0.2255,40.0627
26/2/2003,0.2176,39.2165
27/2/2003,0.2231,39.1557
28/2/2003,0.2253,39.4952
3/3/2003,0.2199,39.1811
4/3/2003,0.2186,38.8618
5/3/2003,0.2195,39.3837
6/3/2003,0.2186,39.0493
7/3/2003,0.2181,39.4699
10/3/2003,0.2157,38.3552
11/3/2003,0.2136,38.1778
12/3/2003,0.2134,38.0917
13/3/2003,0.221,39.7485
14/3/2003,0.2218,40.0272
17/3/2003,0.2253,41.7803
18/3/2003,0.2252,41.7854
19/3/2003,0.2245,41.5472
20/3/2003,0.2238,41.6485
21/3/2003,0.2252,43.0166
24/3/2003,0.2157,41.6739
25/3/2003,0.2184,42.2819
26/3/2003,0.2163,41.3192
27/3/2003,0.2175,41.2685
28/3/2003,0.2187,40.9341
31/3/2003,0.2123,39.7384
1/4/2003,0.2126,39.8904
2/4/2003,0.2192,41.2736
3/4/2003,0.2171,41.5016
4/4/2003,0.2163,40.9341
7/4/2003,0.2175,40.772
8/4/2003,0.2169,40.5693
9/4/2003,0.213,39.8803
10/4/2003,0.2157,40.0323
11/4/2003,0.1981,39.9005
14/4/2003,0.2039,40.5693
15/4/2003,0.201,41.9475
16/4/2003,0.1987,41.9931
17/4/2003,0.197,42.6923
21/4/2003,0.1972,42.1806
22/4/2003,0.2028,43.3864
23/4/2003,0.2039,43.4472
24/4/2003,0.2018,43.1686
25/4/2003,0.2004,42.4998
28/4/2003,0.2081,43.128
29/4/2003,0.2111,43.4016
30/4/2003,0.2134,43.0166
1/5/2003,0.2155,43.5182
2/5/2003,0.2169,44.3694
5/5/2003,0.2415,43.8374
6/5/2003,0.2627,44.339
7/5/2003,0.265,43.9989
8/5/2003,0.2702,43.6791
9/5/2003,0.2747,44.4405
12/5/2003,0.2786,45.1765
13/5/2003,0.2803,45.674
14/5/2003,0.2784,45.0242
15/5/2003,0.2812,45.6334
16/5/2003,0.2822,45.1714
19/5/2003,0.2717,43.8821
20/5/2003,0.2671,43.537
21/5/2003,0.2679,43.7451
22/5/2003,0.2738,43.6943
23/5/2003,0.275,43.2781
27/5/2003,0.2834,44.5116
28/5/2003,0.2744,44.4507
29/5/2003,0.2717,44.3441
30/5/2003,0.2694,44.6892
2/6/2003,0.2619,44.3288
3/6/2003,0.2598,42.5471
4/6/2003,0.2642,42.7654
5/6/2003,0.2648,41.5726
6/6/2003,0.2574,40.6335
9/6/2003,0.252,41.6233
10/6/2003,0.2579,41.4761
11/6/2003,0.2619,42.6233
12/6/2003,0.2667,42.6131
13/6/2003,0.2615,42.004
16/6/2003,0.2742,42.8923
17/6/2003,0.273,42.7908
18/6/2003,0.287,42.9938
19/6/2003,0.2873,42.9177
20/6/2003,0.2883,43.1055
23/6/2003,0.2862,42.2223
24/6/2003,0.2819,42.4507
25/6/2003,0.2866,41.872
26/6/2003,0.2896,42.8162
27/6/2003,0.2812,42.3441
30/6/2003,0.2862,41.8771
1/7/2003,0.2866,42.4304
2/7/2003,0.2893,43.0141
3/7/2003,0.2872,42.6131
7/7/2003,0.2983,43.6994
8/7/2003,0.3062,43.7806
9/7/2003,0.2986,43.3847
10/7/2003,0.2939,42.6537
11/7/2003,0.298,43.0903
14/7/2003,0.2988,43.3593
15/7/2003,0.2944,43.8771
16/7/2003,0.2983,44.0293
17/7/2003,0.3137,42.2984
18/7/2003,0.3131,42.4964
21/7/2003,0.3094,41.8771
22/7/2003,0.3122,41.5472
23/7/2003,0.312,41.7756
24/7/2003,0.3078,41.3746
25/7/2003,0.3233,42.4101
28/7/2003,0.3151,41.8974
29/7/2003,0.311,41.5218
30/7/2003,0.3044,41.0954
31/7/2003,0.3164,41.2426
1/8/2003,0.3112,41.2528
4/8/2003,0.3183,41.1817
5/8/2003,0.3059,40.532
6/8/2003,0.2946,40.5625
7/8/2003,0.2992,41.0406
8/8/2003,0.2948,41.1372
11/8/2003,0.2951,41.2084
12/8/2003,0.2957,41.4577
13/8/2003,0.303,41.3
14/8/2003,0.2998,41.4831
15/8/2003,0.2959,41.6001
18/8/2003,0.3053,42.48
19/8/2003,0.3051,42.3121
20/8/2003,0.3154,42.2409
21/8/2003,0.3254,42.1392
22/8/2003,0.3135,42.2003
25/8/2003,0.3131,41.6865
26/8/2003,0.316,41.9612
27/8/2003,0.3225,41.7069
28/8/2003,0.3331,41.656
29/8/2003,0.3394,41.712
2/9/2003,0.343,43.6193
3/9/2003,0.3445,43.9092
4/9/2003,0.3427,44.7128
5/9/2003,0.3378,44.2246
8/9/2003,0.3414,45.3181
9/9/2003,0.3358,45.4809
10/9/2003,0.333,44.6772
11/9/2003,0.3387,44.7179
12/9/2003,0.3468,45.1146
15/9/2003,0.3334,45.0078
16/9/2003,0.3357,45.9234
17/9/2003,0.3321,46.0963
18/9/2003,0.3435,46.7931
19/9/2003,0.3389,47.4441
22/9/2003,0.3315,46.4828
23/9/2003,0.3367,46.4574
24/9/2003,0.32,45.4707
25/9/2003,0.3067,45.4758
26/9/2003,0.3106,45.2927
29/9/2003,0.3198,45.4961
30/9/2003,0.311,44.9265
1/10/2003,0.312,45.9539
2/10/2003,0.3088,45.8165
3/10/2003,0.3256,46.1014
6/10/2003,0.3346,46.376
7/10/2003,0.3485,46.6405
8/10/2003,0.3462,47.1288
9/10/2003,0.352,47.022
10/10/2003,0.3555,47.1339
13/10/2003,0.3655,47.4034
14/10/2003,0.3685,47.1593
15/10/2003,0.3726,47.1695
16/10/2003,0.349,45.4096
17/10/2003,0.3415,45.3842
20/10/2003,0.3485,45.2672
21/10/2003,0.3479,45.2316
22/10/2003,0.3416,44.9926
23/10/2003,0.3451,44.8349
24/10/2003,0.3393,44.9722
27/10/2003,0.3393,45.0231
28/10/2003,0.3561,45.725
29/10/2003,0.3556,45.4402
30/10/2003,0.3466,45.3283
31/10/2003,0.3436,45.5114
3/11/2003,0.3475,45.6131
4/11/2003,0.3439,45.3384
5/11/2003,0.3457,45.0078
6/11/2003,0.3471,45.5225
7/11/2003,0.3378,44.9722
10/11/2003,0.3288,45.8333
11/11/2003,0.3233,45.5327
12/11/2003,0.3352,46.2104
13/11/2003,0.3366,46.4142
14/11/2003,0.3221,45.9862
17/11/2003,0.3172,45.7569
18/11/2003,0.3064,45.3238
19/11/2003,0.3065,45.553
20/11/2003,0.3059,45.0384
21/11/2003,0.3044,45.1607
24/11/2003,0.3175,45.6855
25/11/2003,0.3104,45.5683
26/11/2003,0.311,45.8129
28/11/2003,0.3139,46.1339
1/12/2003,0.3259,46.3734
2/12/2003,0.3233,46.2409
3/12/2003,0.3157,46.0116
4/12/2003,0.3175,46.5823
5/12/2003,0.313,46.1849
8/12/2003,0.316,46.4702
9/12/2003,0.307,46.1798
10/12/2003,0.3059,46.7403
11/12/2003,0.3183,47.0817
12/12/2003,0.3136,47.2396
15/12/2003,0.3028,46.9339
16/12/2003,0.302,47.8867
17/12/2003,0.2984,47.5912
18/12/2003,0.3009,47.2498
19/12/2003,0.2957,47.4587
22/12/2003,0.298,47.5861
23/12/2003,0.2973,47.2804
24/12/2003,0.3064,47.0154
26/12/2003,0.312,47.3364
29/12/2003,0.3175,47.6524
30/12/2003,0.3194,47.1989
31/12/2003,0.3208,47.2243
2/1/2004,0.3194,46.6486
